"additionalInfo/Accessibility/0/Assistive hearing loop","additionalInfo/Accessibility/0/Wheelchair accessible entrance","additionalInfo/Accessibility/0/Wheelchair accessible parking lot","additionalInfo/Accessibility/0/Wheelchair accessible restroom","additionalInfo/Accessibility/0/Wheelchair accessible seating","additionalInfo/Accessibility/1/Assistive hearing loop","additionalInfo/Accessibility/1/Wheelchair accessible entrance","additionalInfo/Accessibility/1/Wheelchair accessible parking lot","additionalInfo/Accessibility/1/Wheelchair accessible restroom","additionalInfo/Accessibility/1/Wheelchair accessible seating","additionalInfo/Accessibility/2/Assistive hearing loop","additionalInfo/Accessibility/2/Wheelchair accessible entrance","additionalInfo/Accessibility/2/Wheelchair accessible parking lot","additionalInfo/Accessibility/2/Wheelchair accessible restroom","additionalInfo/Accessibility/2/Wheelchair accessible seating","additionalInfo/Accessibility/3/Assistive hearing loop","additionalInfo/Accessibility/3/Wheelchair accessible entrance","additionalInfo/Accessibility/3/Wheelchair accessible parking lot","additionalInfo/Accessibility/3/Wheelchair accessible restroom","additionalInfo/Accessibility/3/Wheelchair accessible seating","additionalInfo/Accessibility/4/Assistive hearing loop","additionalInfo/Accessibility/4/Wheelchair accessible entrance","additionalInfo/Accessibility/4/Wheelchair accessible parking lot","additionalInfo/Accessibility/4/Wheelchair accessible restroom","additionalInfo/Accessibility/4/Wheelchair accessible seating","additionalInfo/Amenities/0/Gender-neutral restroom","additionalInfo/Amenities/0/Restroom","additionalInfo/Amenities/1/Gender-neutral restroom","additionalInfo/Amenities/1/Restroom","additionalInfo/Parking/0/Free parking garage","additionalInfo/Parking/0/Free parking lot","additionalInfo/Parking/0/Free street parking","additionalInfo/Parking/0/On-site parking","additionalInfo/Parking/0/Paid parking garage","additionalInfo/Parking/0/Paid parking lot","additionalInfo/Parking/0/Paid street parking","additionalInfo/Parking/1/Free parking garage","additionalInfo/Parking/1/Free parking lot","additionalInfo/Parking/1/Free street parking","additionalInfo/Parking/1/On-site parking","additionalInfo/Parking/1/Paid parking garage","additionalInfo/Parking/1/Paid parking lot","additionalInfo/Parking/1/Paid street parking","additionalInfo/Parking/2/Free parking garage","additionalInfo/Parking/2/Free parking lot","additionalInfo/Parking/2/Free street parking","additionalInfo/Parking/2/On-site parking","additionalInfo/Parking/2/Paid parking garage","additionalInfo/Parking/2/Paid parking lot","additionalInfo/Parking/2/Paid street parking","additionalInfo/Parking/3/Free parking garage","additionalInfo/Parking/3/Free parking lot","additionalInfo/Parking/3/Free street parking","additionalInfo/Parking/3/On-site parking","additionalInfo/Parking/3/Paid parking garage","additionalInfo/Parking/3/Paid parking lot","additionalInfo/Parking/3/Paid street parking","additionalInfo/Parking/4/Free parking garage","additionalInfo/Parking/4/Free parking lot","additionalInfo/Parking/4/Free street parking","additionalInfo/Parking/4/On-site parking","additionalInfo/Parking/4/Paid parking garage","additionalInfo/Parking/4/Paid parking lot","additionalInfo/Parking/4/Paid street parking","additionalInfo/Parking/5/Free parking garage","additionalInfo/Parking/5/Free parking lot","additionalInfo/Parking/5/Free street parking","additionalInfo/Parking/5/On-site parking","additionalInfo/Parking/5/Paid parking garage","additionalInfo/Parking/5/Paid parking lot","additionalInfo/Parking/5/Paid street parking","additionalInfo/Parking/6/Free parking garage","additionalInfo/Parking/6/Free parking lot","additionalInfo/Parking/6/Free street parking","additionalInfo/Parking/6/On-site parking","additionalInfo/Parking/6/Paid parking garage","additionalInfo/Parking/6/Paid parking lot","additionalInfo/Parking/6/Paid street parking","additionalInfo/Payments/0/Cash-only","additionalInfo/Payments/0/Credit cards","additionalInfo/Payments/0/Debit cards","additionalInfo/Payments/0/NFC mobile payments","additionalInfo/Payments/1/Cash-only","additionalInfo/Payments/1/Credit cards","additionalInfo/Payments/1/Debit cards","additionalInfo/Payments/1/NFC mobile payments","additionalInfo/Payments/2/Cash-only","additionalInfo/Payments/2/Credit cards","additionalInfo/Payments/2/Debit cards","additionalInfo/Payments/2/NFC mobile payments","additionalInfo/Planning/0/Appointment required","additionalInfo/Service options/0/Online appointments","additionalInfo/Service options/0/Online estimates","additionalInfo/Service options/0/Onsite services","additionalInfo/Service options/1/Online appointments","additionalInfo/Service options/1/Online estimates","additionalInfo/Service options/1/Onsite services","additionalInfo/Service options/2/Online appointments","additionalInfo/Service options/2/Online estimates","additionalInfo/Service options/2/Onsite services","address","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","categories/8","categories/9","categoryName","cid","city","claimThisBusiness","countryCode","fid","googleFoodUrl","imageUrl","imagesCount","isAdvertisement","kgmid","language","location/lat","location/lng","neighborhood","openingHours/0/day","openingHours/0/hours","openingHours/1/day","openingHours/1/hours","openingHours/2/day","openingHours/2/hours","openingHours/3/day","openingHours/3/hours","openingHours/4/day","openingHours/4/hours","openingHours/5/day","openingHours/5/hours","openingHours/6/day","openingHours/6/hours","permanentlyClosed","phone","phoneUnformatted","placeId","postalCode","price","rank","reviewsCount","scrapedAt","searchPageUrl","searchString","state","street","subTitle","temporarilyClosed","title","totalScore","url","website"
,"true",,,,,,"true",,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,"GPW2+5Q2، el noqrashy st.، GHARB DISTRICT, Sohag 2, Sohag Governorate 1674013, Egypt","Bus company",,,,,,,,,,"Bus company","5360853374029349832","Sohag 2","true","EG","0x144f59375b0e09f1:0x4a6593bd9bf943c8",,"https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyl3JAtX-bzo8VMLjWm9d_1CfOHGChDvLJnnAhd22-8oumoWKPPv2br3JtGbGx1eMcIBH8vIVhrkvZDM_HdCU1uN757qaFow2bES5TdOG1fXKZrDn_k76OUZu0PU_vCYTHRxBFy=w426-h240-k-no","9","false","/g/1tcwz5td","en","26.5453943","31.701893","GHARB DISTRICT",,,,,,,,,,,,,,,"false","+20 93 2332021","+20932332021","ChIJ8QkOWzdZTxQRyEP5m72TZUo",,,"11","526","2025-12-13T21:20:05.232Z","https://www.google.com/maps/search/%D8%B4%D8%B1%D9%83%D8%A7%D8%AA%20%D8%A7%D9%84%D8%A7%D8%AA%D9%88%D8%A8%D9%8A%D8%B3%D8%A7%D8%AA%20%D9%81%D9%89%20%D9%85%D8%B5%D8%B1/@24.110089923959023,36.93093187483475,9z?hl=en","شركات الاتوبيسات فى مصر","Sohag Governorate","GPW2+5Q2، el noqrashy st.","الصعيد للنقل والسياحة","false","Upper Egypt For Transport & Tourism","3.5","https://www.google.com/maps/search/?api=1&query=Upper%20Egypt%20For%20Transport%20%26%20Tourism&query_place_id=ChIJ8QkOWzdZTxQRyEP5m72TZUo",
,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,"true",,,,,,,,,,,,,,,,"366X+WRV, Ramses, Al Fagalah, Al Azbakeya, Cairo Governorate 4320312, Egypt","Bus company",,,,,,,,,,"Bus company","6623531136180637657","Al Azbakeya","true","EG","0x1458408fc77f75b7:0x5beb8279b2c94fd9",,"https://lh3.googleusercontent.com/gps-cs-s/AG0ilSypsTqz92fUWxX127vXP6iygbbkxGzomONtGC7zl6gT62H2PEqzKieGRMiB-TaVf7kBtqMwhePTDKHmDCDqpuf8xfgXq3IvK67qoTZSNRKyDLuQZJRz2WccYh0lK7c84G35e0A=w480-h240-k-no","98","false","/g/11c1xcrzxd","en","30.0623531","31.2495522","Al Fagalah",,,,,,,,,,,,,,,"false",,,"ChIJt3V_x49AWBQR2U_JsnmC61s",,,"12","3766","2025-12-13T21:20:05.232Z","https://www.google.com/maps/search/%D8%B4%D8%B1%D9%83%D8%A7%D8%AA%20%D8%A7%D9%84%D8%A7%D8%AA%D9%88%D8%A8%D9%8A%D8%B3%D8%A7%D8%AA%20%D9%81%D9%89%20%D9%85%D8%B5%D8%B1/@24.110089923959023,36.93093187483475,9z?hl=en","شركات الاتوبيسات فى مصر","Cairo Governorate","366X+WRV, Ramses","سوبرجيت الاتحاد العربي","false","Super Jet Ramsis","3.7","https://www.google.com/maps/search/?api=1&query=Super%20Jet%20Ramsis&query_place_id=ChIJt3V_x49AWBQR2U_JsnmC61s",
,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,"true",,,,,"true",,"true",,,,,"true",,,,"6 Ezzat Mohammed Selim, Almazah, Heliopolis, Cairo Governorate 4461233, Egypt","Bus ticket agency","Corporate office",,,,,,,,,"Bus ticket agency","10409142838944070501","Heliopolis","false","EG","0x14583e00026f3213:0x9074b443138ffb65",,"https://lh3.googleusercontent.com/p/AF1QipOWA0Dw3pAfFWNX9AFSyyBgV38gDebCdxcxl2i5=w426-h240-k-no","111","false","/g/11hbkd7_mb","en","30.0850767","31.353292","Almazah",,,,,,,,,,,,,,,"false","+20 2 27702270","+20227702270","ChIJEzJvAgA-WBQRZfuPE0O0dJA","4461233",,"13","2746","2025-12-13T21:20:05.232Z","https://www.google.com/maps/search/%D8%B4%D8%B1%D9%83%D8%A7%D8%AA%20%D8%A7%D9%84%D8%A7%D8%AA%D9%88%D8%A8%D9%8A%D8%B3%D8%A7%D8%AA%20%D9%81%D9%89%20%D9%85%D8%B5%D8%B1/@24.110089923959023,36.93093187483475,9z?hl=en","شركات الاتوبيسات فى مصر","Cairo Governorate","6 Ezzat Mohammed Selim","جوباص ألماظة","false","Go Bus Almaza","3.9","https://www.google.com/maps/search/?api=1&query=Go%20Bus%20Almaza&query_place_id=ChIJEzJvAgA-WBQRZfuPE0O0dJA","https://go-bus.com/"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26XP+J32, Sharkas, Bulaq, Cairo Governorate 4272130, Egypt","Transportation service",,,,,,,,,,"Transportation service","4806115122303058290","Bulaq","true","EG","0x145840c3df60dc8d:0x42b2c03d6681c172",,"https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxggW1V63t9FZKx0sZ5Lpg3kSoESRDs9BZWSCUza2hR6eMJQW_Zn9RcJcE5nM5yvvp4AHwRmWp3I1t6srboE1O1dj5HJRvhrhCnD9GnBNpJOtlt6HwoAIyia4bCQhQLCSt-yyYn=w426-h240-k-no","14","false","/g/11cn6f0964","en","30.0490242","31.2351521","Sharkas","Monday","Open 24 hours","Tuesday","Open 24 hours","Wednesday","Open 24 hours","Thursday","Open 24 hours","Friday","Open 24 hours","Saturday","Open 24 hours","Sunday","Open 24 hours","false","+20 10 09967630","+201009967630","ChIJjdxg38NAWBQRcsGBZj3AskI",,,"14","265","2025-12-13T21:20:05.232Z","https://www.google.com/maps/search/%D8%B4%D8%B1%D9%83%D8%A7%D8%AA%20%D8%A7%D9%84%D8%A7%D8%AA%D9%88%D8%A8%D9%8A%D8%B3%D8%A7%D8%AA%20%D9%81%D9%89%20%D9%85%D8%B5%D8%B1/@24.110089923959023,36.93093187483475,9z?hl=en","شركات الاتوبيسات فى مصر","Cairo Governorate","26XP+J32",,"false","شركة الاتحاد العربي للنقل البري والسياحة سوبر جيت","3.4","https://www.google.com/maps/search/?api=1&query=%D8%B4%D8%B1%D9%83%D8%A9%20%D8%A7%D9%84%D8%A7%D8%AA%D8%AD%D8%A7%D8%AF%20%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%20%D9%84%D9%84%D9%86%D9%82%D9%84%20%D8%A7%D9%84%D8%A8%D8%B1%D9%8A%20%D9%88%D8%A7%D9%84%D8%B3%D9%8A%D8%A7%D8%AD%D8%A9%20%D8%B3%D9%88%D8%A8%D8%B1%20%D8%AC%D9%8A%D8%AA&query_place_id=ChIJjdxg38NAWBQRcsGBZj3AskI",
,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"28 Mourad, Oula, Al Giza, Giza Governorate 3725111, Egypt","Bus tour agency",,,,,,,,,,"Bus tour agency","355259501673995399","Al Giza","true","EG","0x145846e07d091b25:0x4ee22a2705c5c87",,"https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyEgYPAHSRh3HSFYe571WU6j8r83ii4XfmbNL3rVUwf_WTLCXuCOWlFYEVS_kp3NOY_0erDkgNciV6BdKlE6-A1Vj8yaWAQYx5lVswW95IDOJAg5SXIY1CwgyalKWdg1PCC44cc=w408-h544-k-no","13","false","/g/11c74996f5","en","30.0176401","31.2139415","Oula",,,,,,,,,,,,,,,"false","+20 12 81229908","+201281229908","ChIJJRsJfeBGWBQRh1xccKIi7gQ",,,"15","726","2025-12-13T21:20:05.233Z","https://www.google.com/maps/search/%D8%B4%D8%B1%D9%83%D8%A7%D8%AA%20%D8%A7%D9%84%D8%A7%D8%AA%D9%88%D8%A8%D9%8A%D8%B3%D8%A7%D8%AA%20%D9%81%D9%89%20%D9%85%D8%B5%D8%B1/@24.110089923959023,36.93093187483475,9z?hl=en","شركات الاتوبيسات فى مصر","Giza Governorate","28 Mourad",,"false","شركة الاتحاد العربى","3.7","https://www.google.com/maps/search/?api=1&query=%D8%B4%D8%B1%D9%83%D8%A9%20%D8%A7%D9%84%D8%A7%D8%AA%D8%AD%D8%A7%D8%AF%20%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%89&query_place_id=ChIJJRsJfeBGWBQRh1xccKIi7gQ","https://www.superjet.com.eg/"
,"true",,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"الشنهورية، قسم قنا، مركز قنا،، 5P86+3PC، قسم قنا، قنا 1461248،, Egypt","Transportation service",,,,,,,,,,"Transportation service","13836753646385248670","Qena","true","EG","0x144ec98db7700507:0xc00606219162399e",,"https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxZyuBMzlRnjNHxfKQY0A9IBv4yTRtlVSzzZ3VTG1wyMtLmtEE-u1qlkFF2tLbEQUX3P2D_hWCL6Ej6jE_f9QFwNT-ZnYiFoZIJN6YubyQZKS0QolMY6bXVwhk7hWYASvcBrWTlWA=w531-h240-k-no","23","false","/g/11s7rg1v9b","en","26.1653693","32.7119483","Qism Qena","Monday","Open 24 hours","Tuesday","Open 24 hours","Wednesday","Open 24 hours","Thursday","Open 24 hours","Friday","Open 24 hours","Saturday","Open 24 hours","Sunday","Open 24 hours","false","+20 11 14424377","+201114424377","ChIJBwVwt43JThQRnjlikSEGBsA",,,"16","375","2025-12-13T21:20:05.233Z","https://www.google.com/maps/search/%D8%B4%D8%B1%D9%83%D8%A7%D8%AA%20%D8%A7%D9%84%D8%A7%D8%AA%D9%88%D8%A8%D9%8A%D8%B3%D8%A7%D8%AA%20%D9%81%D9%89%20%D9%85%D8%B5%D8%B1/@24.110089923959023,36.93093187483475,9z?hl=en","شركات الاتوبيسات فى مصر","Qena Governorate","الشنهورية، قسم قنا، مركز قنا،، 5P86+3PC، قسم قنا، قنا 1461248،",,"false","محطة أتوبيسات قنا","3.9","https://www.google.com/maps/search/?api=1&query=%D9%85%D8%AD%D8%B7%D8%A9%20%D8%A3%D8%AA%D9%88%D8%A8%D9%8A%D8%B3%D8%A7%D8%AA%20%D9%82%D9%86%D8%A7&query_place_id=ChIJBwVwt43JThQRnjlikSEGBsA",
,"true",,,,,,"true",,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"W72Q+37X، el rowaisat st، EL RUWAISAT, Sharm El Sheikh 1, South Sinai Governorate 8761250, Egypt","Bus company","Corporate office",,,,,,,,,"Bus company","8360550497161049037","Sharm El Sheikh 1","true","EG","0x145339a0a345c58f:0x7406a4618dfff3cd",,"https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzZooOXKw8cCCYTS-RTsFLVoVNWCx_PFF_AQoBCFxLceMYEaS8AQtdWPBAVJyyR4TNe-LpWUzvav-2A1vdbS6OJ8H-8qELYFZ0TV5Hes9msOP4vsKKSwRuiXNK4A7qUEXo-K9fygw=w408-h306-k-no","287","false","/g/1tdrnqyq","en","27.9002475","34.2882347","EL RUWAISAT",,,,,,,,,,,,,,,"false","+20 69 3665351","+20693665351","ChIJj8VFo6A5UxQRzfP_jWGkBnQ",,,"17","1503","2025-12-13T21:20:05.233Z","https://www.google.com/maps/search/%D8%B4%D8%B1%D9%83%D8%A7%D8%AA%20%D8%A7%D9%84%D8%A7%D8%AA%D9%88%D8%A8%D9%8A%D8%B3%D8%A7%D8%AA%20%D9%81%D9%89%20%D9%85%D8%B5%D8%B1/@24.110089923959023,36.93093187483475,9z?hl=en","شركات الاتوبيسات فى مصر","South Sinai Governorate","W72Q+37X، el rowaisat st","شرق الدلتا للنقل والسياحة - محطة شرم الشيخ","false","East Delta Travel","3.2","https://www.google.com/maps/search/?api=1&query=East%20Delta%20Travel&query_place_id=ChIJj8VFo6A5UxQRzfP_jWGkBnQ","http://www.eastdelta-travel.com/"
,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30 A 26th of July Corridor, Mohandeseen, Agouza, Giza Governorate 3754210, Egypt","Transportation service",,,,,,,,,,"Transportation service","16137858489657802960","Agouza","false","EG","0x145841b8d57d40ef:0xdff530cb579340d0",,"https://lh3.googleusercontent.com/p/AF1QipPVUWr5kPmhV1vF_2BWeNs-0ubcjYyoAY6kRdI=w408-h270-k-no","156","false","/g/11fr4hpnbm","en","30.0600905","31.1942989","Mohandeseen","Monday","Open 24 hours","Tuesday","Open 24 hours","Wednesday","Open 24 hours","Thursday","Open 24 hours","Friday","Open 24 hours","Saturday","Open 24 hours","Sunday","Open 24 hours","false","+20 11 11188021","+201111188021","ChIJ70B91bhBWBQR0ECTV8sw9d8",,,"18","363","2025-12-13T21:20:05.233Z","https://www.google.com/maps/search/%D8%B4%D8%B1%D9%83%D8%A7%D8%AA%20%D8%A7%D9%84%D8%A7%D8%AA%D9%88%D8%A8%D9%8A%D8%B3%D8%A7%D8%AA%20%D9%81%D9%89%20%D9%85%D8%B5%D8%B1/@24.110089923959023,36.93093187483475,9z?hl=en","شركات الاتوبيسات فى مصر","Giza Governorate","30 A 26th of July Corridor","We bus","false","WE BUS Mohandeseen","3.2","https://www.google.com/maps/search/?api=1&query=WE%20BUS%20Mohandeseen&query_place_id=ChIJ70B91bhBWBQR0ECTV8sw9d8","https://www.webusegypt.com/"
,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3852+6FF, As Sarayat Ash Sharqeyah, Nasr City, Cairo Governorate 4435110, Egypt","Transportation service",,,,,,,,,,"Transportation service","5793421150791402123","Nasr City","true","EG","0x14583fce4aa86949:0x50665dd77f28028b",,"https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwoJb88tZLl966husOamUnQpIqilUAyfERRBOAc-pm1NqNXCVYg06fy_XnUiBAJz3RDqwzK3PHHP8j-lniCJujxWsWHg-1OK8eNNgc2c983Z_gXi-vx6Uzh1aVkgyFgPe5f09rXtg=w408-h544-k-no","13","false","/g/11mw00hfgq","en","30.0580567","31.3011583","As Sarayat Ash Sharqeyah",,,,,,,,,,,,,,,"false","+20 2 22612233","+20222612233","ChIJSWmoSs4_WBQRiwIof9ddZlA",,,"19","211","2025-12-13T21:20:05.233Z","https://www.google.com/maps/search/%D8%B4%D8%B1%D9%83%D8%A7%D8%AA%20%D8%A7%D9%84%D8%A7%D8%AA%D9%88%D8%A8%D9%8A%D8%B3%D8%A7%D8%AA%20%D9%81%D9%89%20%D9%85%D8%B5%D8%B1/@24.110089923959023,36.93093187483475,9z?hl=en","شركات الاتوبيسات فى مصر","Cairo Governorate","3852+6FF",,"false","EG BUS ايجي باص ، شركة الصعيد للنقل و السياحة","3.2","https://www.google.com/maps/search/?api=1&query=EG%20BUS%20%D8%A7%D9%8A%D8%AC%D9%8A%20%D8%A8%D8%A7%D8%B5%20%D8%8C%20%D8%B4%D8%B1%D9%83%D8%A9%20%D8%A7%D9%84%D8%B5%D8%B9%D9%8A%D8%AF%20%D9%84%D9%84%D9%86%D9%82%D9%84%20%D9%88%20%D8%A7%D9%84%D8%B3%D9%8A%D8%A7%D8%AD%D8%A9&query_place_id=ChIJSWmoSs4_WBQRiwIof9ddZlA",
,"true",,,,,,"true",,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3 Wabour Al Torgoman, BOULAK، Bulaq, Cairo Governorate 4312260, Egypt","Bus charter",,,,,,,,,,"Bus charter","7607902897541298738","Bulaq","true","EG","0x145840ebad6334f9:0x6994b3607d9d3a32",,"https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx9CwSqD0kQuhOzeEUupjHJMgTWWM4YlyCpSV2QUimRVKGtE9LBP2uduS3r7iSi2Ns3vd79xphnbpQLNXAWviDhvMwCR-hFG4-dCjeCsDN6uj86N_1dkjcpRhmR5yl2zalsiavPT3glBx4S=w408-h544-k-no","54","false","/g/1vzsj4k0","en","30.0579105","31.2384227","BOULAK",,,,,,,,,,,,,,,"false","+20 2 25752157","+20225752157","ChIJ-TRjretAWBQRMjqdfWCzlGk",,,"20","526","2025-12-13T21:20:05.233Z","https://www.google.com/maps/search/%D8%B4%D8%B1%D9%83%D8%A7%D8%AA%20%D8%A7%D9%84%D8%A7%D8%AA%D9%88%D8%A8%D9%8A%D8%B3%D8%A7%D8%AA%20%D9%81%D9%89%20%D9%85%D8%B5%D8%B1/@24.110089923959023,36.93093187483475,9z?hl=en","شركات الاتوبيسات فى مصر","Cairo Governorate","3 Wabour Al Torgoman","غرب ووسط الدلتا للنقل والسياحة","false","West & Middle Delta Bus","3.4","https://www.google.com/maps/search/?api=1&query=West%20%26%20Middle%20Delta%20Bus&query_place_id=ChIJ-TRjretAWBQRMjqdfWCzlGk",
,"true",,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"XW9Q+C69, Al Mehwar Al Markazi, First 6th of October, Giza Governorate 3232012, Egypt","Transportation service",,,,,,,,,,"Transportation service","16933049725804991477","First 6th of October","true","EG","0x1458565eeffb9243:0xeafe4702aea1d3f5",,"https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxmGUuZmkNrE4R29jgF3y074cPwMv0Afsl_uPOxKJ1hV1bVPmXQKtUPa2OMTeTaAQDiuY2IKKdo8NKDdAjC9LqQvq2aOl4XslYlFq7zVxq-uNYpMap2BW9-QdV8cBd-c_CaNWyK=w493-h240-k-no","71","false","/g/11hbvymj6s","en","29.9685262","30.9381216","First 6th of October","Monday","Open 24 hours","Tuesday","Open 24 hours","Wednesday","Open 24 hours","Thursday","Open 24 hours","Friday","Open 24 hours","Saturday","Open 24 hours","Sunday","Open 24 hours","false","+20 0216128",,"ChIJQ5L7715WWBQR9dOhrgJH_uo",,,"14","1982","2025-12-13T21:20:05.269Z","https://www.google.com/maps/search/%D8%B4%D8%B1%D9%83%D8%A7%D8%AA%20%D8%A7%D9%84%D8%A7%D8%AA%D9%88%D8%A8%D9%8A%D8%B3%D8%A7%D8%AA%20%D9%81%D9%89%20%D9%85%D8%B5%D8%B1/@24.110089923959023,30.88263145,9z?hl=en","شركات الاتوبيسات فى مصر","Giza Governorate","XW9Q+C69, Al Mehwar Al Markazi",,"false","Blue Bus","4","https://www.google.com/maps/search/?api=1&query=Blue%20Bus&query_place_id=ChIJQ5L7715WWBQR9dOhrgJH_uo","https://bluebus.com.eg/"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"28 Mourad, Oula, Al Giza, Giza Governorate 3725111, Egypt","Transportation service",,,,,,,,,,"Transportation service","173015721996957990","Al Giza","true","EG","0x145846e08a05069f:0x266ace1ea2fb926",,"https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxKM3oxahLrAclDcCU-k0QECDvu2gew4UxqwjLZUPH1z95QdxtQ0XXlcgHlw1KYyM-7m8_hDVQRRnmhT2mbMoYRviUQ4nTyUsJKu9vKxNwqydmHMDKTuKEWEc5r0xGBjyDZQD_M=w408-h725-k-no","776","false","/g/11c0vltlbb","en","30.017621","31.2139378","Oula","Monday","Open 24 hours","Tuesday","Open 24 hours","Wednesday","Open 24 hours","Thursday","Open 24 hours","Friday","Open 24 hours","Saturday","Open 24 hours","Sunday","Open 24 hours","false","+20 10 22495400","+201022495400","ChIJnwYFiuBGWBQRJrkv6uGsZgI",,,"16","9241","2025-12-13T21:20:05.269Z","https://www.google.com/maps/search/%D8%B4%D8%B1%D9%83%D8%A7%D8%AA%20%D8%A7%D9%84%D8%A7%D8%AA%D9%88%D8%A8%D9%8A%D8%B3%D8%A7%D8%AA%20%D9%81%D9%89%20%D9%85%D8%B5%D8%B1/@24.110089923959023,30.88263145,9z?hl=en","شركات الاتوبيسات فى مصر","Giza Governorate","28 Mourad","سوبر جيت الجيزة","false","Super Jet ElJizah","3.9","https://www.google.com/maps/search/?api=1&query=Super%20Jet%20ElJizah&query_place_id=ChIJnwYFiuBGWBQRJrkv6uGsZgI","https://www.superjet.com.eg//"
